Overall Average Precision: ,0.6559648611920015, breakdown: ,"[0.6862745098039216, 0.6078431372549019, 0.696078431372549, 0.6336633663366337]"
Overall Average Recall: ,0.6559648611920015, breakdown: ,"[0.6862745098039216, 0.6078431372549019, 0.696078431372549, 0.6336633663366337]"
Precisions: ,"{0: [0.0, 0.125, 0.0, 0.2], 1: [0.5789473684210527, 0.6153846153846154, 0.5333333333333333, 0.5625], 2: [0.7468354430379747, 0.654320987654321, 0.7590361445783133, 0.7066666666666667]}"
Average Precisions for each class: ,0.08125,0.5725413292847503,0.7167148104843188
Accuracy of splits: ,[0.68627451 0.60784314 0.69607843 0.63366337]
Average results: ,0.6559648611920015
